Cultivar,PI_Num
S77-7992,NA
S79-4060,NA
S79-4240,NA
S79-4246,NA
S79-4259,NA
S79-4296,NA
S8-5139,NA
S80-2959,NA
S80-5949,NA
S81-2203,NA
S81-2524,NA
S81-2876,NA
S82-1044,NA
S82-1111,NA
S82-1318,NA
S82-1338,NA
S82-1443,NA
S82-2876,NA
S82-3641,NA
S83-1004,PI 543793
S83-1014,NA
S83-1144,NA
S83-1188,NA
S83-1205,NA
S83-30,NA
S84-1876,NA
S84-6484,NA
S85-1008,NA
S85-1009,NA
S85-1084,PI 560206
S85-1101,NA
S85-11081,NA
S85-1163,NA
S85-1554,NA
S85-1706,NA
S85-1725,NA
S85074,NA
S85085,NA
S86-1474,NA
S86-2209,NA
S86-2212,NA
S86-2469,NA
S86-4499,NA
S87-1551,NA
S88-1318,NA
S88-1458,NA
S88-1854,PI 595765
S88-1855,NA
S88-1934,NA
S88-19561,NA
S88-2036,PI 543795
S88-7166,NA
S89-1097,NA
S90-1056,NA
S90-1058,NA
S90-1218,NA
S90-1245,NA
S90-1435,NA
S90-1818,NA
S91-1381,NA
S91-1532,NA
S91-1661,NA
S91-1693,PI 643913
S91-1839,NA
S91-2469,NA
S91-5371-17,NA
S91-5371-19,NA
S92-1069,NA
S92-1403,NA
S92-1495,NA
S92-1666,NA
S92-2711A,NA
S92-2713,NA
S92-2716,NA
S93-1344,NA
S93-1475,NA
S93-1591,NA
S93-1631,NA
S94-1808,NA
S94-1867,NA
S94-1873,NA
S94-1955,NA
S94-1956,PI 614732
S94-2086,NA
S95-1908,NA
S95-1908-3-LOAM02,NA
S95-2151,NA
S96-2641,NA
S96-2641-2-LOAM02,NA
S96-2692,NA
S96-3284,NA
S96-3418,NA
S97-1688,PI 633736
S97-1688-12-LOAM02,NA
S97-1688-8-LOAM02,NA
S97-1753,NA
S97-1759,NA
S98-1375,NA
S98-3940-04RR,NA
S99-1117,NA
S99-11509,NA
S99-1171,NA
S99-1177,NA
S99-1779,NA
S99-2176,NA
S99-2281,PI 654356
S99-2447-02RR,NA
S99-4074,NA
SA10-11227,NA
SA10-8471,NA
SA12-1451,NA
SA12-1455,NA
SA12-1471,NA
SA13-1310,NA
SA13-1363,NA
SA13-1385,NA
SA13-1464,NA
SA13-2047,NA
SA13-2489,NA
SA13-2699,NA
SA13-3135,NA
SA13-4268RR,NA
SA13-4420RR,NA
SA13-4434RR,NA
SA14-5754,NA
SA14-5854,NA
SA14-9653,NA
SA15-245F,NA
SA15-507F,NA
SA15-612F,NA
SA15-617F,NA
SA15-662F,NA
SA15-679F,NA
SA15-733F,NA
SA16-10349,NA
SA16-10735,NA
SA16-11227,NA
SA16-11831,NA
SA16-12014,NA
SA16-12348,NA
SA16-12472,NA
SA16-12491,NA
SA16-12880,NA
SA16-1961,NA
SA16-2194,NA
SA16-30116,NA
SA17-11294,NA
SA17-11463,NA
SA17-11700,NA
SA17-12251,NA
SA17-13168-1,NA
SA17-13516,NA
SA17-14575,NA
SA17-2316,NA
SA17-2418,NA
SA17-2742,NA
SA17-5483,NA
SA17-5523,NA
SA17-5563,NA
SA17-5568,NA
SA17-5569,NA
SA17-5585,NA
SA17-5753,NA
SA17-5771,NA
SA17-5776,NA
SA17-5792,NA
SA17-5794,NA
SA17-5797,NA
SA17-6259,NA
SA17-7283,NA
SA17-740PR,NA
SA17-741PR,NA
SA17-742PR,NA
SA17-745PR,NA
SA17-746PR,NA
SA17-749PR,NA
SA17-8882,NA
SA198,NA
Sac,NA
Saluki 4313,PI 672534
Saluki 4411,PI 665036
Saluki 4910,PI 665035
Salut 216,PI 295952
Sampson,PI 556817
Sanalona,PI 556796
Sandusky,PI 576145
Santee,PI 617041
Sargent,PI 615585
Satelite,NA
Saturn,PI 583837
Savoy,PI 597381
SC 2407,NA
SC 4009,NA
SC Starfield,NA
SC00-1741,NA
SC00-579RR,NA
SC00-601RR,NA
SC00-603RR,NA
SC00-643,NA
SC00-643RR,NA
SC00-695RR,NA
SC00-892RR,NA
SC01-1791,NA
SC01-783RR,NA
SC01-796RR,NA
SC01-803 RR,NA
SC01-805RR,NA
SC01-809,NA
SC01-809RR,NA
SC01-819RR,NA
SC02-011RR,NA
SC02-059RR,NA
SC02-134RR,NA
SC02-163RR,NA
SC02-176RR,NA
SC02-208RR,NA
SC03-061RR,NA
SC03-062RR,NA
SC03-153RR,NA
SC03-168RR,NA
SC03-169RR,NA
SC03-172RR,NA
SC03-173RR,NA
SC03-9090RR,NA
SC03-9091RR,NA
SC03-9093RR,NA
SC03-9151RR,NA
SC03-9383RR,NA
SC04-306RR,NA
SC04-375RR,NA
SC04-386RR,NA
SC04-41,NA
SC04-417RR,NA
SC05-598RR,NA
SC05-642RR,NA
SC06-007RR,NA
SC06-013RR,NA
SC06-045RR,NA
SC06-051RR,NA
SC06-247RR,NA
SC06-260RR,NA
SC06-291RR,NA
SC06-301RR,NA
SC06-306RR,NA
SC06-5214RR,NA
SC06-5306RR,NA
SC06-5640RR,NA
SC06-5733RR,NA
SC06-676RR,NA
SC06-708RR,NA
SC07-1027RR,NA
SC07-1029RR,NA
SC07-108RR,NA
SC07-1352RR,NA
SC07-1455RR,NA
SC07-1490RR,NA
SC07-150RR,NA
SC07-1518RR,NA
SC07-1596RR,NA
SC07-786RR,NA
SC07-912RR,NA
SC09-039RR,NA
SC09-052RR,NA
SC09-057RR,NA
SC09-059RR,NA
SC09-090RR,NA
SC09-092RR,NA
SC09-102RR,NA
SC09-103RR,NA
SC09-142RR,NA
SC09-183RR,NA
SC09-210RR,NA
SC09-238RR,NA
SC10-07,NA
SC10-128,NA
SC10-142,NA
SC10-154,NA
SC10-170,NA
SC10-179,NA
SC10-191,NA
SC10-231,NA
SC10-258,NA
SC10-260,NA
SC10-261RR,NA
SC10-270RR,NA
SC10-273RR,NA
SC10-29,NA
SC10-318RR,NA
SC10-359RR,NA
SC10-394RR,NA
SC10-397RR,NA
SC10-399RR,NA
SC10-400RR,NA
SC10-401RR,NA
SC10-404RR,NA
SC10-406RR,NA
SC10-455RR,NA
SC10-456RR,NA
SC10-57,NA
SC82-1672,PI 536637
SC83-1810,NA
SC84-1531,NA
SC84-583,NA
SC84-679,PI 568236
SC84-818,PI 555453
SC84-931,PI 592756
SC85-123,NA
SC87-2220,NA
SC88-1568,NA
SC88-2537,NA
SC88-2660,NA
SC88-2872,NA
SC88-2909,NA
SC89-1093,NA
SC89-147,NA
SC89-181,PI 599333
SC89-328,NA
SC89-551,NA
SC89-983,NA
SC90-2089,NA
SC90-2839,NA
SC90-2878,NA
SC90-3014,NA
SC90-80,NA
SC90-831,NA
SC91-1756,NA
SC91-1791,NA
SC91-2007,PI 617041
SC91-2410,NA
SC91-2447,NA
SC91-2573,NA
SC92-2482,NA
SC92-2677,NA
SC92-3091,NA
SC92-549,NA
SC92-902,NA
SC93-1963,NA
SC93-2073,NA
SC93-2082,NA
SC93-2679,NA
SC93-827,NA
SC94-1000,NA
SC94-1075,NA
SC94-1547,NA
SC94-1573,NA
SC94-1577,NA
SC94-51,NA
SC95-1070,NA
SC95-771,NA
SC95-988,NA
SC96-1476,NA
SC96-1574,NA
SC96-1624,NA
SC96-1628,NA
SC96-1688,NA
SC96-226,NA
SC96-2736,NA
SC97-1746,NA
SC97-1764,NA
SC97-1770,NA
SC97-1821,NA
SC97-2010,NA
SC97-259,NA
SC97-318,NA
SC98-1063,NA
SC98-1428,NA
SC98-1850,NA
SC98-1930,NA
SC98-2070,NA
SC98-318,NA
SC98-353,NA
SC98-469,NA
SC98-679,NA
SC99-605,NA
SC99-615,NA
Schechinger S48,NA
SCHILL 495RC,NA
Schillinger 495,NA
Schillinger XP2410,NA
Schillinger XY2510,NA
Scioto,PI 548410
Scott,PI 548613
SD(M)91-1574,NA
SD(M)92-1233,PI 599300
SD(ND)95-1663,NA
SD(ND)95-1664,NA
SD00-048R,NA
SD00-1277 RR,NA
SD00-1307R,NA
SD00-1391,NA
SD00-1501,NA
SD00-167,NA
SD00-805R,NA
SD01-3382R,NA
SD01-76R,NA
SD03-2154,PI 667737
SD03-221,NA
SD03-3221,NA
SD03-730,NA
SD04CV-611,PI 667736
SD05-240,NA
SD06-415,NA
SD06-418,NA
SD07CV-539,NA
SD07CV-631,NA
SD07CV-935,NA
SD08CV-0015,NA
SD08CV-0018,NA
SD08CV-1041,NA
SD08CV-1043,NA
SD08CV-2102,NA
SD09CV-0012,NA
SD09CV-0133,NA
SD09CV-1040,NA
SD1081RR,NA
SD1091RR,NA
SD1092RR,PI 642013
SD1111RR,PI 642458
SD1151RR,PI 635150
SD1161RR,NA
SD1161RR/SCN,PI 653539
SD87-001,NA
SD91(M)91-1574,NA
SD92(M)-1233,NA
SD92-1272,NA
SD92-1272M,NA
SD92-1323,NA
SD93(M)-256,NA
SD93-1037,NA
SD93-1037RR,NA
SD93-1040,NA
SD93-1040RR,NA
SD93-1043,NA
SD93-1208,NA
SD93-1208RR,NA
SD93-1387,NA
SD93-490,NA
SD93-522,NA
SD93-522RR,NA
SD93-823E,NA
SD93-828,NA
SD93-828E,NA
SD93-828R,NA
SD93-851,NA
SD93-954,NA
SD94-020R,NA
SD94-027R,NA
SD94-1208RR,NA
SD94-1276,NA
SD94-1370,NA
SD94-1467,NA
SD94-1480,NA
SD94-1520,NA
SD94-1662,NA
SD94-186,NA
SD94-238,NA
SD94-27,NA
SD94-280,NA
SD94-461,NA
SD94-477,NA
SD94-57,NA
SD94-667,NA
SD94-782,NA
SD94-808,NA
SD94-817,NA
SD95-1276,NA
SD95-1518,NA
SD95-1520,NA
SD95-610,NA
SD95-781,NA
SD96-119,NA
SD96-153-3,NA
SD96-170,NA
SD96-2156,NA
SD96-33,NA
SD96-702,NA
SD96-77,NA
SD96-782,NA
SD97-2998,NA
SD97-92-2,NA
SD98-2716,NA
SD98-595,NA
SD98-74-16-1,NA
SD98-76342,NA
SD99-002R,NA
SD99-003R,NA
SD99-007R,NA
SD99-009R,NA
SD99-010R,NA
SD99-011R,NA
SD99-017R,NA
SD99-018R,NA
SD99-034R,NA
SD99-061R,NA
SD99-1236,NA
SD99-1358,NA
SD99-1530,NA
SD99-36,NA
SD99-469,NA
SD99-700,NA
SDX00R-015-44,NA
SDX00R-015-49,NA
SDX00R-017-18,NA
SDX00R-017-5,NA
SDX00R-017-52,NA
SDX00R-026-42,NA
SDX00R-026-42,NA
SDX00R-029-3,NA
SDX00R-030-47,NA
SDX00R-035-1,NA
SDX00R-035-24,NA
SDX00R-036-9,NA
SDX00R-039-42,NA
SDX00R-039-42RR,NA
SDX00R-039-47,NA
SDX01R-024,NA
SDX02FA-3A-10,NA
SDX02FA-5-4,NA
SDX98-74151,NA
SDX98-74151,NA
SDX98-75-11-2,NA
SDX98-75-34-1,NA
SDX98-76192,NA
SDX98-82-9-2,NA
SE71112,PI 632305
SE73206,PI 632313
SE73224,PI 632311
SE80014,PI 628665
SE84950,PI 632701
SE90345,PI 632314
SECAN 00-10,NA
SECAN 00-35,NA
SECAN 02-09,NA
SECAN 02-13,NA
Seedmakers I-E,PI 556469
Seminole,PI 548489
Semmes,PI 548661
Seneca,PI 548411
SF477RR,PI 599307
SF567RR,PI 599305
SG 468 RR,PI 603091
SG 498 RR,PI 603093
SG 567 RR,PI 602582
SG 597 RR,PI 602583
SG 617 RR,PI 602584
SG 678 RR,PI 603092
SG 708 RR,PI 603090
SG 759 RR,PI 607576
SG08002123,NA
SG08002154,NA
SG4460NRR,NA
SG498RR,NA
Sharkey,PI 515960
Shawnee,NA
Shelby,PI 548574
Sherman,PI 548614
Sheyenne,PI 647867
Sheyenne-1,NA
Shiloh,PI 556664
Shiro Daizu 3,NA
Shore,PI 553049
SHOW ME SOY 4301 C,NA
Sibley,PI 508084
Sigco KG20,PI 556751
Simpson,PI 548615
Sioux,PI 548414
SJ007208,NA
SJ030546,NA
SJ031808,NA
SJ034187,NA
SJ034878,NA
SJ0800018,NA
SJ0800019,NA
SJ0800021,NA
SJ0800025,NA
SJ0800036,NA
SJ0800048,NA
SJ0800225,NA
SJ1012347,PI 669424
SJ1012389,PI 669410
SJ1012477,PI 669432
SJ1112199,PI 672049
SJ1112576,PI 672050
SJ1112872,PI 672051
SJ1114205,PI 672052
SJ1114419,PI 672053
SJ1210844,PI 672054
SJ1214029,PI 672055
SJ131987,NA
SJ833009,NA
SJ934809,NA
Skylla,NA
SL-1,NA
SL-9,NA
SL1,PI 548532
SL1-H,NA
SL10,NA
SL11,NA
SL12,NA
SL13,NA
SL14,NA
SL2,NA
SL4,NA
SL5,NA
SL6,NA
SL7,NA
SL8,NA
SL9,NA
SL91-1574M,NA
SL91-564,NA
SL91-895,NA
Sloan,PI 548616
Smith,NA
SN64195,PI 632306
SN70025,PI 636121
SN71173,PI 632304
SN74232,PI 632694
SN76208,PI 632307
SN79525,PI 632308
SN79553,PI 628659
SN79557,PI 628669
SN79582,PI 628666
SN79591,PI 628667
SN79596,PI 628668
SN79624,PI 628663
SN79628,PI 628664
SN79794,PI 628661
SN82691,PI 632315
SN83211,PI 632312
SN83541,PI 632693
SN94-4337,NA
SN98-3905,NA
Sohoma,PI 548990
Southern States SS391,NA
Southern States SS516,PI 549099
Soy04-11,NA
Soygenetics 03KL016094,NA
Soygenetics 96-05287,NA
Soygenetics 96-20403,NA
Soygenetics 96-22065,NA
Soygenetics 97-31055,NA
Soygenetics 97-39372,NA
Soygenetics F10371,NA
Soygenetics F21461C,NA
Soygenetics F2156C,NA
Soygenetics F26135C,NA
Soygenetics F35170C,NA
Soygenetics F35481C,NA
Soygenetics F35815C,NA
Soygenetics F35978C,NA
Soygenetics F36150C,NA
Soygenetics F40355C,NA
Soygenetics N27205C,NA
Soyola,PI 614702
Soysota,PI 548417
SP11513488,NA
SP11513497,NA
SP14847007,NA
SP16410155,NA
SP21045463,NA
SP3449336,NA
SP3799102,NA
Sparks,PI 548619
Spartan,PI 556824
Spencer,PI 525454
Spink,PI 633039
Sprite,PI 536635
Sprite 87,PI 546374
Spry,PI 553051
SRF 100,NA
SRF 101,PI 556634
SRF 150,PI 548683
SRF 150P,PI 556557
SRF 174-AT,PI 556477
SRF 200,PI 556474
SRF 205,PI 556675
SRF 250,PI 556565
SRF 300,NA
SRF 307,PI 548687
SRF 307B,PI 548684
SRF 307P,PI 556476
SRF 350,NA
SRF 350P,PI 556617
SRF 400,PI 548682
SRF 425,PI 556475
SRF 450,PI 548685
SRF 450P,PI 556567
SS 390,PI 549098
SS 461,PI 561183
SS 487,PI 556886
SS-19561,NA
SS-516,PI 549099
SS02-161523,NA
SS02-8173,NA
SS16257-17,NA
SS391,NA
SS65-5702,NA
SS88-19561,NA
SS91-7138,NA
SS93-6012,PI 652442
SS93-6181,PI 652443
SS94-7482,NA
SS94-7546,NA
SS95-15348,NA
SS95-3486,NA
SS96-10704,NA
SS96-5637,NA
SS98-3403,NA
SS98-7851,NA
SSR1-11,NA
SSR1-3,NA
SST01-1918,NA
SST02-12792,NA
ST02-13025,NA
ST2250,NA
Stafford,PI 508269
Starr,PI 556818
Steele,PI 548620
Stevens,PI 556595
Stonewall,PI 531068
Stout-Rps1k,PI 644024
STPR14-411,NA
STPR14-459,NA
STPR14-504,NA
Strain 171,NA
Stressland,PI 593645
Stride,PI 599299
Strong-Rps1k,PI 644025
STS,NA
Stuart,NA
Sturdy,PI 542768
Su92-2121,NA
Suaqui 86,PI 52491
Sui Nong 10,NA
Summit,PI 665057
Sumter,PI 556722
Surge,PI 599300
Suzunishiki,PI 592790
Suzusayaka,PI 643977
Suzutaka,NA
Suzuyutaka,NA
SW84112,PI 632316
SW90702,PI 632310
Swift,PI 548500
SY 105001,NA
SY0107001,NA
SY32157,PI 628662
Sygenta S20-F8,NA
Syngenta 03JR313108,NA
Syngenta 03JR321086,NA
Syngenta 03KL016094,NA
Syngenta 03RM893902,NA
Syngenta 04KL015644,NA
Syngenta 04KL108370,NA
Syngenta 04RM820808,NA
Syngenta 05KE307696,NA
Syngenta 30257-b02-07197,NA
Syngenta 98620-b1-51163,NA
Syngenta M815869,NA
Syngenta MT913155,NA
Syngenta MT913155b,NA
Syngenta S00-55,PI 595087
Syngenta S00-66,PI 590532
Syngenta S00-88,PI 543932
Syngenta S00-A6,PI 619091
Syngenta S05-12,NA
Syngenta S05-D5,PI 603957
Syngenta S06-57,PI 556844
Syngenta S07-80,PI 556895
Syngenta S08-80,PI 592892
Syngenta S09-90,PI 556643
Syngenta S09-95,PI 578293
Syngenta S10-F2,NA
Syngenta S12-22,PI 561205
Syngenta S12-44,PI 556502
Syngenta S12-49,PI 590533
Syngenta S13-46,PI 556501
Syngenta S13-J6,PI 597883
Syngenta S14-60,PI 556658
Syngenta S14-74,PI 556482
Syngenta S14-92,PI 548690
Syngenta S14-U4,PI 610444
Syngenta S15-50,PI 556765
Syngenta S15-78,PI 556518
Syngenta S16-60,PI 578294
Syngenta S16-Y6,NA
Syngenta S17-18,PI 556896
Syngenta S18-11,PI 592893
Syngenta S18-84,PI 556644
Syngenta S18-N5,NA
Syngenta S19-90,PI 556897
Syngenta S19-T9,PI 610445
Syngenta S20-20,PI 540880
Syngenta S20-26,PI 556898
Syngenta S20-91,PI 590534
Syngenta S21-98,PI 556863
Syngenta S21-A1,PI 597884
Syngenta S22-C3,PI 603803
Syngenta S23-03,PI 556724
Syngenta S23-06,PI 592894
Syngenta S23-12,PI 556822
Syngenta S24-12,PI 598215
Syngenta S24-24,PI 556763
Syngenta S24-92,PI 561206
Syngenta S24-L2,PI 610442
Syngenta S25-07,PI 561207
Syngenta S25-15,PI 540881
Syngenta S25-D3,PI 631167
Syngenta S25-J5,NA
Syngenta S2596,PI 556585
Syngenta S26-06,PI 556864
Syngenta S27-10,PI 556761
Syngenta S28-01,PI 561208
Syngenta S28-18,PI 540882
Syngenta S28-G1,NA
Syngenta S28-T3,PI 597885
Syngenta S29-11,PI 578295
Syngenta S29-18,PI 590535
Syngenta S29-20,PI 556845
Syngenta S29-39,PI 540883
Syngenta S30-06,PI 566937
Syngenta S30-31,PI 556660
Syngenta S30-41,PI 556899
Syngenta S30-J2,PI 610447
Syngenta S30-Y8,NA
Syngenta S31-33,PI 556900
Syngenta S32-Z3,NA
Syngenta S33-32,PI 556996
Syngenta S33-45,PI 556586
Syngenta S33-N1,PI 603804
Syngenta S34-19,PI 556865
Syngenta S35-35,PI 561209
Syngenta S36-36,PI 556866
Syngenta S38-83,PI 561210
Syngenta S38-E9,PI 619095
Syngenta S38-T8,PI 613609
Syngenta S39-11,PI 556997
Syngenta S39-41,PI 578296
Syngenta S39-93,PI 556725
Syngenta S39-99,PI 556764
Syngenta S39-U2,NA
Syngenta S40-44,PI 556645
Syngenta S40-55,PI 556549
Syngenta S42-30,PI 556762
Syngenta S42-32,PI 566936
Syngenta S42-40,PI 556723
Syngenta S42-50,PI 556901
Syngenta S42-60,PI 578297
Syngenta S42-H1,PI 610443
Syngenta S43-34,PI 540884
Syngenta S43-B5,PI 597886
Syngenta S44-77,PI 556846
Syngenta S45-01,PI 556659
Syngenta S48-14,PI 595640
Syngenta S48-84,PI 543934
Syngenta S51-00,PI 595641
Syngenta S52-25,PI 578888
Syngenta S53-34,PI 556587
Syngenta S57-11,PI 578889
Syngenta S59-19,PI 556820
Syngenta S59-60,PI 560307
Syngenta S59-95,PI 590536
Syngenta S61-10,PI 556867
Syngenta S61-89,PI 543936
Syngenta S62-62,PI 595642
Syngenta S62-66,PI 564526
Syngenta S64-23,PI 543935
Syngenta S65-50,PI 595643
Syngenta S66-90,PI 578890
Syngenta S67-70,PI 595644
Syngenta S69-54,PI 556726
Syngenta S69-96,PI 556656
Syngenta S72-60,PI 556654
Syngenta S74-40,PI 556868
Syngenta S75-55,PI 576149
Syngenta S80-J2,PI 607541
Syngenta S83-30,PI 543933
Syngenta SJ833009,NA
Syngenta WW115926,NA
Syngenta WW221162,NA
Syngenta WW228348,NA
T00038H005,NA
T00539H117,NA
T109,PI 84631
T117,PI 548169
T118,PI 548421
T119,PI 548314
T122,PI 548170
T135,PI 548172
T145,NA
T180,NA
T181,NA
T195,PI 548669
T201,NA
T204,PI 548195
T206,PI 548359
T208,PI 548197
T237,PI 548568
T259H,PI 548236
T43,PI 548161
T48,NA
T70-4,NA
T95,NA
Tall,NA
Talon,NA
Tamahakari,PI 423923
Tamahikari,NA
Tamanishike,NA
Tanbaguro,PI 659062
Tanloxi,NA
Tanner,NA
Tara,PI 632418
TC 137,PI 556574
TCHM06-M-204,NA
TCPR-83,NA
TCPR92-5,NA
TCPR92-64,NA
TCPR96-1213,NA
TCPR96-1215,NA
TCWN05X06-5045,NA
TCWN05X06-5050,NA
TCWN05X06-5165,NA
Teejay,PI 642935
Tennessee Non pop,NA
Terra-Vig 505,PI 556697
Terra-Vig 515,NA
Terra-Vig 553,PI 556793
Terra-Vig 5555,PI 564082
Terra-Vig 5676,PI 565091
Terra-Vig 606,PI 556612
Terra-Vig 616,PI 556795
Terra-Vig 6253,PI 565092
Terra-Vig 6792,PI 565093
Terra-Vig 708,PI 556516
Terra-Vig 717,PI 556794
Terra-Vig 808,PI 556819
Terral TV5495,PI 591050
Terral TV5666RR,PI 601985
Terral TV5797,NA
Terral TV5893,PI 596333
TETABIATE,NA
TGx 1987-118F,PI 657703
TGx 1987-129F,PI 657701
TGx 1987-76F,PI 657702
TGx1805-31F,NA
Thomas,PI 522236
Thompson 7803,NA
Thompson T-3211,NA
Thompson T7803,NA
Thompson T8112,NA
Thorne,PI 564718
Titan,PI 608438
TJS 410,PI 608006
TK 89,PI 556926
TN-86,NA
TN-EXW2-051,NA
TN-EXW2-111,NA
TN-EXW2-141,NA
TN00-60,NA
TN01-032,NA
TN01-056,NA
TN01-235,NA
TN01-294RR,NA
TN01-360-RR,NA
TN02-05RR,NA
TN02-064RR,NA
TN02-104RR,NA
TN02-134RR,NA
TN02-151RR,NA
TN02-169,NA
TN02-204,NA
TN02-205,NA
TN02-224,NA
TN02-225,NA
TN02-226,NA
TN02-275,NA
TN02-283,NA
TN02-302,NA
TN02-303,NA
TN03-011RR,NA
TN03-012RR,NA
TN03-217,NA
TN03-234,NA
TN03-235,NA
TN03-349,NA
TN04-089,NA
TN04-124,NA
TN04-5321,NA
TN04-593RR,NA
TN04-616-RR,NA
TN04-617-RR,NA
TN05-3027,NA
TN05-4008,NA
TN05-4034,NA
TN05-5018,NA
TN05-5109,NA
TN05-5118,NA
TN05-547RR,NA
TN05-548RR,NA
TN06-181,NA
TN06-218,NA
TN06-219,NA
TN07-621,NA
TN07-694,NA
TN07-700,NA
TN07-754,NA
TN08-098,NA
TN08-100,NA
TN08-101,NA
TN08-106,NA
TN08-109,NA
TN08-113,NA
TN08-114,NA
TN08-118,NA
TN09-004,NA
TN09-008,PI 868907
TN09-016,NA
TN09-029,NA
TN09-168,NA
TN09-193,NA
TN09-239,NA
TN09-242,NA
"TN09-44,420",NA
TN09-45,NA
TN09-46,NA
"TN09-46,128",NA
"TN09-46,665",NA
TN09-47,NA
TN09-48,NA
"TN09-48,012",NA
"TN09-48,343",NA
"TN10-4,409",NA
TN10-4037,NA
TN10-4038,NA
TN10-4409,NA
"TN11-20,133",NA
TN11-3519,NA
TN11-4502,NA
TN11-4510,NA
TN11-4513,NA
TN11-4532,NA
TN11-5037,NA
TN11-5053,NA
TN11-5062,NA
TN11-5088,NA
TN11-5102,PI 686908
TN11-5104,NA
TN11-5118,NA
TN11-5140,PI 685014
TN11-5510,NA
TN12-3002,NA
TN12-4061,NA
TN12-4090,NA
TN12-4712R2,NA
TN12-5014,NA
TN12-5015,NA
TN12-5523R2,NA
TN12-5712R2,NA
TN12-5716,NA
TN12-6509,NA
TN13-3519R2,NA
TN13-4301,NA
TN13-4304,NA
TN13-4508R2,NA
TN13-4710R2,NA
TN13-4730RR1,NA
TN13-5503R2,NA
TN13-5508R2,NA
TN13-5531RR1,NA
TN13-5535,NA
TN13-5538MON RR,NA
TN13-5539MON RR,NA
TN13-5741R2,NA
TN13-5745RR1,NA
TN13-5746RR1,NA
TN14-5021,NA
TN14-5035,NA
TN14-5542R2,NA
TN15-4009,PI 691608
TN15-4011,NA
TN15-4302,NA
TN15-4545,NA
TN15-4546,NA
TN15-5007,PI 692131
TN15-5008,NA
TN15-5012,NA
TN15-5015,NA
TN15-5503,NA
TN16-510,NA
TN16-5109,NA
TN16-520,NA
TN16-521,NA
TN16-532,NA
TN16-5817RR1,NA
TN16-5858R1,NA
TN16-619,NA
TN16-630,NA
TN16-645,NA
TN4-86,NA
TN4-94,NA
TN5-85,NA
TN5-92,NA
TN5-95,NA
TN56Cx-1273,NA
TN76-32,NA
TN77-111,NA
TN77-46,NA
TN80-69,NA
TN80-83,NA
TN81-2,NA
TN82-162,NA
TN82-268,NA
TN82-94,NA
TN83-167,NA
TN83-22,NA
TN83-26,NA
TN83-67,NA
TN83-7,NA
TN84-21,NA
TN84-87,NA
TN85-157,NA
TN85-42,NA
TN85-55,NA
TN87-198,NA
TN88-63,NA
TN88-87,NA
TN89-39,NA
TN90-03,NA
TN90-3,NA
TN90-58,NA
TN90-91,NA
TN91-07,NA
TN91-220-53,NA
TN91-55,NA
TN91SS-33,NA
TN92-198,NA
TN92-228,NA
TN92-249,NA
TN92-64,NA
TN93-142,NA
TN93-142-17,NA
TN93-55,NA
TN93-74,NA
TN93-87,NA
TN93-87RR,NA
TN93-88,NA
TN93-99,NA
TN93-99RR,NA
TN94-213,NA
TN95-268,NA
TN95-53,NA
TN95-95,NA
TN96-115,NA
TN96-192,NA
TN96-58,NA
TN96-63,NA
TN96-64,NA
TN96-68,NA
TN96-84,NA
TN97-02,NA
TN97-134,NA
TN97-167,NA
TN97-271,NA
TN98-149,NA
TN98-170,NA
TN98-219,NA
TN98-228,NA
TN98-76,NA
TN98-76077,NA
TN99-117,NA
TN99-184,NA
TN99-186,NA
TN99-191,NA
TN99-368,NA
TN99-376,NA
"TN99-76,077",NA
TN99-76194,NA
TNLR-07,NA
TNLR-10,NA
TNLR-12,NA
Toano,PI 508268
Tokyo,PI 171454
Tomahomare,PI 561391
Toyopro,PI 592560
Toyosamari,NA
Tracker,NA
Tracy,PI 548983
Tracy-M,NA
Traill,PI 596541
Traverse,PI 548621
Tri-Valley Charger,NA
Tri-Valley Charger III,NA
Troll,PI 614806
TS250,PI 556642
Ts70-4,NA
Ts72-6,NA
Ts72-824,NA
Ts73-16,PI 548663
Ts77-5,NA
TSB88-1266,NA
TSB90-302,NA
Turner,PI 612976
TV4975,PI 607581
Twiggs,PI 511813
TX 74053,NA
TX12-06,NA
TX12-09,NA
TX12-10,NA
TypXX stam 9,NA
Tyrone,PI 601984
U00-130753,NA
U00-405036-031,NA
U00-408032-048,NA
U00-424033,NA
U00-429029,NA
U00-429037,NA
U00-433038,NA
U00424033,NA
U01-190127,NA
U01-190311,NA
U01-290401,NA
U01-290680,NA
U01-290931,NA
U01-310156,NA
U01-390489,NA
U01-390787,NA
U02-100215,NA
U02-140131,NA
U02-240807,NA
U02-242055,NA
U02-341563,NA
U03-100612,NA
U03-130145R,NA
U03-200238,NA
U03-200317,NA
U03-260216,NA
U03-300134,NA
U03-331729,NA
U03-400435,NA
U03-801564R,NA
U03-823141R,NA
U03-825124R,NA
U03-827101,NA
U03-830131R,NA
U04-604039,NA
U04-614043,NA
U04-615036,NA
U04-625036,NA
U04-632043,NA
U06-814223R,NA
U07-135377R,NA
U07-135478R,NA
U07-135601R,NA
U07-135636R,NA
U07-236486R,NA
U07-236940R,NA
U07-237058R,NA
U07-237991R,NA
U07-338254R,NA
U07-439042R,NA
U07-439221R,NA
U08-917024R,NA
U08-924029R,NA
U08-932024R,NA
U09-105007,NA
U09-118017,NA
U09-126009,NA
U09-129007,NA
U09-133005,NA
U09-133021,NA
